x,y,z1,z2,z3,z4,z5
38,0,-0.893090019,-0.538049594,0.44921147,-0.235791444,1
44,1,-0.278013554,-0.825731121,0.44921147,-0.90170613,1
27,0,-1.088114264,-1.225983681,-0.52656276,-0.206144558,1
24,0,-1.868211245,-0.875762691,1.262356661,2.879412188,0
25,0,-0.833082559,-1.113412648,0.44921147,0.867984953,0
27,0,-0.743071369,0.437566021,-0.363933722,-0.491210776,1
30,0,0.157040531,-0.400462776,1.587614737,2.2363028,0
61,0,0.427074102,-0.287891744,0.44921147,-0.828729178,0
16,1,-1.043108669,-0.938302154,0.123953393,-0.495771835,0
47,1,-0.233007959,-0.237860174,-0.363933722,-1.059062683,1
23,0,-0.773075099,-0.950810046,0.937098584,-0.491210776,0
22,0,-0.037983714,-0.600589056,-0.52656276,-0.682775275,0
34,0,-1.163123589,-1.125920541,-0.363933722,-0.666811566,1
34,1,0.457077832,0.962897505,1.424985699,0.044713714,0
24,1,-0.353022879,0.612676515,-0.851820837,-0.90170613,1
29,0,-1.163123589,-1.025857401,1.424985699,-0.63032309,1
17,1,-0.022981849,0.362518666,0.611840508,0.131373845,0
38,0,0.787118862,-0.250368067,0.774469546,0.370829468,1
20,0,-0.488039664,0.224931848,0.611840508,0.487136485,0
28,0,0.352064777,-0.125289142,-0.851820837,-1.020293677,1
19,1,-1.088114264,-0.237860174,2.726018005,1.805282678,0
52,1,0.547089022,-0.212844389,-0.52656276,-0.509455014,0
99,1,0.577092752,-0.913286369,1.587614737,-0.561907198,0
13,0,-0.548047124,0.83781858,-0.851820837,4.090373483,1
60,0,0.277055452,-0.625604841,-1.177078913,-0.509455014,1
32,0,-0.338021014,-0.638112734,1.099727623,-0.313329456,1
34,1,1.087156162,-0.900778476,-0.689191798,-0.979244142,0
14,0,0.082031206,0.700231763,1.912872814,1.438117389,0
9,0,-1.28313851,-1.313538928,-0.851820837,1.139367992,0
20,0,-0.383026609,-0.100273357,1.587614737,0.500819663,0
15,0,-1.22313105,-0.000210217,-1.339707951,-0.862937124,1
27,0,-0.923093749,0.324994988,-0.52656276,-0.133167606,0
15,0,0.052027476,-0.062749679,1.587614737,1.24883342,1
29,0,0.787118862,-0.275383851,-1.177078913,0.218033975,1
33,0,0.007021881,0.875342258,-1.014449875,-0.618920442,1
21,0,0.772116997,1.025436968,0.286582431,1.24883342,0
46,0,3.562463889,1.163023785,-0.363933722,0.117690666,0
30,0,-0.052985579,0.187408171,1.750243776,-0.352098461,0
15,0,1.942262468,0.875342258,0.123953393,-0.117203898,0
36,0,-0.308017284,-1.463633638,-0.201304684,-1.200455527,0
59,0,0.412072237,-1.363570498,-0.689191798,-0.983805201,0
48,0,0.532087157,0.387534451,0.123953393,-0.242633034,0
20,0,-0.533045259,-0.037733894,0.937098584,0.361707349,0
23,0,0.967141242,0.500105483,0.44921147,0.62168774,1
38,0,0.142038666,-0.550557486,0.611840508,0.247680862,0
22,0,0.742113267,0.212423956,-0.038675645,-0.600676204,1
10,0,-0.037983714,0.550137053,0.44921147,-1.300798836,0
58,0,-0.473037799,-0.750683766,0.44921147,-1.547096048,1
41,0,0.877130052,0.612676515,1.262356661,-0.682775275,1
59,0,0.307059182,0.099852923,-0.363933722,-0.744349578,1
10,0,-0.233007959,-0.200336497,1.262356661,-0.082995951,1
3,1,-0.893090019,-0.550557486,0.44921147,-0.753471697,1
22,0,-0.293015419,-0.863254799,-0.038675645,-0.217547206,0
25,0,0.922135647,1.350642172,0.937098584,0.181545499,1
56,0,-0.788076964,-0.750683766,2.075501852,-1.070465331,1
26,0,-0.263011689,-0.650620626,1.750243776,0.450648009,1
12,0,1.042150567,0.73775544,-0.038675645,-0.753471697,1
8,0,0.232049857,0.112360816,2.400759929,1.054988392,0
14,0,-0.233007959,-0.963317939,2.075501852,2.628553916,0
62,0,0.097033071,2.113623614,1.912872814,0.612565621,1
65,0,0.187044261,-0.087765464,-0.689191798,-0.856095535,1
13,0,-2.663310091,-1.088396863,0.123953393,-0.618920442,1
20,0,1.177167352,0.112360816,-0.689191798,-0.242633034,0
16,0,0.457077832,-0.150304927,0.123953393,1.864576451,1
27,0,-0.233007959,-0.850746906,-0.851820837,0.409598474,1
12,1,-0.293015419,0.712739655,-0.52656276,-0.564187728,1
20,0,2.197294173,-0.025226002,0.123953393,-1.029415796,0
30,0,-0.218006094,-0.688144304,0.774469546,-0.742069048,0
27,0,-0.593052719,-0.162812819,0.123953393,0.53274708,0
28,0,0.937137512,1.33813428,3.21390512,1.057268921,0
47,0,0.982143107,1.675847377,1.262356661,-0.826448649,1
15,0,-0.218006094,-1.313538928,0.286582431,-1.298518306,0
27,1,-0.458035934,1.650831592,1.424985699,-0.495771835,0
22,0,-0.638058314,-0.775699551,-0.689191798,0.275047219,0
19,0,0.427074102,0.387534451,1.262356661,-1.289396187,0
17,0,0.247051722,0.500105483,0.937098584,-0.979244142,1
33,0,-0.698065774,-0.538049594,0.123953393,1.666170364,0
12,0,0.337062912,-0.913286369,-0.851820837,-0.035104827,0
20,0,-0.323019149,1.550768452,1.099727623,0.275047219,1
33,0,0.622098347,-0.275383851,-0.689191798,1.052707862,1
25,0,1.537212112,0.750263333,-0.851820837,-0.057910124,1
33,1,-0.743071369,0.512613375,2.075501852,-0.194741909,0
8,0,-2.408278385,-1.626236241,0.611840508,0.795008001,1
12,1,-0.713067639,-0.700652196,0.937098584,-0.306487867,1
29,0,-1.088114264,-0.738175874,0.44921147,-0.509455014,1
10,1,-0.338021014,6.804083299,0.611840508,0.760800054,0
8,0,-1.148121724,-0.012718109,-0.201304684,-0.233510915,1
29,1,-0.923093749,-1.538680993,-0.363933722,-0.803643351,0
16,0,-0.908091884,-0.638112734,1.587614737,-0.035104827,1
19,0,0.232049857,-0.475510131,2.888647044,0.425562182,1
15,0,4.057525434,0.58766073,2.075501852,-0.974683082,0
13,0,-0.713067639,-0.262875959,-0.038675645,3.891967395,0
34,0,-0.488039664,0.475089698,-0.201304684,0.108568547,0
31,0,-1.268136645,-0.763191659,-0.363933722,-0.117203898,0
20,0,1.312184137,-0.287891744,1.262356661,0.181545499,0
25,0,-0.308017284,-0.575573271,0.937098584,1.497411162,1
27,0,0.232049857,-0.037733894,0.123953393,-0.313329456,1
33,1,0.052027476,-0.200336497,-0.851820837,-0.466124949,1
56,1,-0.203004229,-0.112781249,-0.201304684,-0.313329456,0
13,0,-0.728069504,-0.125289142,-1.339707951,0.88622919,0
19,0,-1.013104939,-0.563065379,-1.014449875,-1.136600694,1
26,0,0.967141242,-0.775699551,-0.851820837,-0.910828249,0
37,1,-2.438282115,-1.263507358,1.099727623,1.139367992,1
27,0,1.267178542,-0.725667981,-0.689191798,0.049274774,0
18,0,-0.037983714,-0.375446991,0.286582431,3.647950713,0
36,1,-0.668062044,-0.025226002,-1.50233699,-0.561907198,0
32,0,-0.938095614,-0.350431206,-0.851820837,-1.209577646,0
43,0,-0.097991174,0.274963418,-1.50233699,0.213472915,0
29,0,5.377689555,0.562644945,1.750243776,-0.600676204,1
64,1,0.727111402,-0.187828604,2.563388967,-0.27684098,1
36,0,0.022023746,0.53762916,-1.177078913,-0.682775275,0
20,0,-0.413030339,-0.938302154,0.774469546,0.863423893,0
33,0,1.057152432,0.162392386,1.099727623,0.373109998,1
22,1,-0.713067639,0.124868708,1.424985699,0.031030536,1
20,0,3.292430319,1.825942087,-0.851820837,-0.201583498,1
33,1,-1.478162755,-0.650620626,-1.50233699,-1.248346652,0
25,0,-0.518043394,0.037313461,-0.201304684,0.297852516,0
81,1,0.022023746,1.200547462,0.611840508,-0.534540841,1
40,1,-1.34314597,-1.413602068,0.937098584,-0.534540841,1
42,0,1.192169217,0.074837138,0.937098584,0.867984953,1
31,0,0.697107672,0.575152838,-0.689191798,-0.509455014,0
19,0,0.952139377,0.274963418,1.587614737,2.2363028,0
14,0,0.052027476,-0.087765464,-0.851820837,1.237430771,1
18,0,-1.298140375,-0.988333724,-1.50233699,-0.082995951,0
16,0,-1.40315343,0.6376923,0.123953393,1.24883342,0
26,0,0.787118862,0.287471311,-1.177078913,-0.238071974,0
25,0,0.172042396,-0.312907529,-0.201304684,1.593193412,0
26,0,-0.248009824,-0.763191659,-1.177078913,0.792727471,1
31,0,-0.293015419,-0.337923314,-0.038675645,-0.965560963,0
8,0,0.802120727,-0.763191659,-0.038675645,-1.371495258,1
33,1,-0.653060179,-1.301031036,0.123953393,0.192948148,0
33,0,0.592094617,-1.188460003,2.726018005,0.719750519,0
61,1,0.082031206,-0.850746906,0.937098584,1.638804007,0
52,0,-0.112993039,-0.588081164,-1.50233699,-0.762593816,0
17,1,0.247051722,-0.650620626,0.937098584,2.306999222,0
22,0,0.922135647,5.590817727,-0.038675645,1.638804007,1
40,0,-0.428032204,-0.838239014,2.726018005,0.895351309,1
51,0,2.227297903,-1.000841616,-0.201304684,0.906753958,1
28,0,-0.218006094,-0.450494346,0.774469546,-0.789960173,1
22,1,-1.058110534,-0.475510131,-0.363933722,-1.036257385,0
12,0,-0.052985579,1.613307915,0.937098584,0.218033975,1
36,0,-0.743071369,-1.301031036,0.286582431,-0.509455014,0
16,0,1.672228898,0.625184408,-0.201304684,0.218033975,1
26,0,1.267178542,0.88785015,0.123953393,0.760800054,1
44,0,-1.028106804,-0.525541701,-0.363933722,-0.691897394,0
26,0,-0.188002364,1.700863162,-1.014449875,0.521344431,1
24,0,-0.863086289,0.700231763,2.400759929,-0.90170613,1
59,1,-1.043108669,0.600168623,-1.827595066,-0.466124949,1
24,0,0.877130052,0.362518666,-0.689191798,-0.618920442,0
13,0,-0.608054584,-0.863254799,-1.177078913,-0.979244142,0
13,0,0.367066642,0.88785015,0.286582431,1.666170364,1
19,1,0.202046126,3.039207659,-1.014449875,-1.412544793,1
10,0,-0.157998634,-0.488018024,-0.851820837,-0.233510915,1
55,1,0.997144972,-0.287891744,1.424985699,-0.72610534,1
30,0,-0.293015419,1.33813428,0.937098584,3.561290582,1
20,0,-0.938095614,-0.350431206,-0.038675645,-0.789960173,0
20,0,2.047275523,-0.312907529,-1.50233699,-0.605237263,0
19,0,0.802120727,0.137376601,-0.363933722,-0.605237263,1
23,0,-0.323019149,-0.225352282,-1.177078913,0.17470391,0
23,1,-1.013104939,-0.663128519,-1.664966028,0.863423893,1
16,0,-0.188002364,1.450705312,0.44921147,-0.121764957,1
17,0,-0.698065774,0.58766073,1.424985699,1.647926126,0
18,0,-0.923093749,-0.988333724,1.750243776,0.845179655,1
33,1,-0.127994904,-0.262875959,-1.50233699,-0.09211807,1
62,0,0.217047992,-0.312907529,-0.201304684,-0.466124949,1
40,0,-0.097991174,-0.875762691,-0.689191798,-0.251755153,0
16,0,-0.983101209,-0.675636411,-1.177078913,-1.328165193,0
20,0,0.802120727,-1.125920541,-0.52656276,0.500819663,0
29,1,-0.683063909,-1.025857401,-1.339707951,-1.100112218,1
83,1,-1.298140375,1.025436968,-0.201304684,-0.082995951,1
30,0,-0.503041529,-0.838239014,0.286582431,-1.097831688,1
156,0,0.247051722,-0.075257572,-0.689191798,-0.114923368,1
14,0,-0.713067639,0.249947633,-0.363933722,-1.572181875,1
15,0,0.787118862,-1.038365293,-0.689191798,-0.974683082,0
32,0,0.232049857,-0.262875959,-1.014449875,-0.828729178,0
20,0,-0.413030339,-0.725667981,2.400759929,1.262516599,0
56,0,-0.503041529,-1.601220456,-1.177078913,-0.641725739,0
25,0,-0.022981849,0.425058128,1.099727623,-0.00545794,1
24,0,0.847126322,-0.337923314,-0.363933722,-0.251755153,0
52,0,-0.173000499,-1.488649423,-0.201304684,-0.306487867,1
19,0,-0.218006094,0.425058128,0.611840508,3.002560795,1
13,0,-0.728069504,-0.062749679,-1.014449875,-0.053349065,0
19,0,-0.233007959,-0.050241787,-0.363933722,0.288730397,0
60,0,-0.833082559,-0.813223229,-0.851820837,-0.872059243,1
10,0,-0.998103074,-0.275383851,-1.177078913,-0.463844419,1
36,1,0.817122592,2.501368282,1.424985699,-0.922230898,0
22,1,0.277055452,0.012297676,-1.664966028,-1.100112218,0
23,0,-1.163123589,-0.763191659,0.123953393,-0.739788518,1
3,0,-1.568173945,-1.075888971,-0.363933722,-1.029415796,1
29,0,0.022023746,-0.763191659,0.937098584,0.167862321,1
38,1,-0.458035934,-0.650620626,0.123953393,0.667298335,0
27,1,0.247051722,0.512613375,1.912872814,0.80184959,0
17,0,0.022023746,0.625184408,-0.363933722,1.666170364,1
20,0,-0.293015419,-0.362939099,2.075501852,0.62168774,1
21,1,-0.458035934,-0.775699551,-0.201304684,-0.605237263,1
30,1,-0.803078829,1.125500108,-0.689191798,-1.330445722,1
16,1,1.732236358,-0.062749679,-0.201304684,-1.011171558,1
41,0,-0.473037799,-0.237860174,0.286582431,0.046994244,0
16,0,0.337062912,-0.037733894,1.262356661,0.343463111,0
19,0,1.012146837,-0.525541701,-1.50233699,-0.292804688,1
35,0,-0.082989309,0.98791329,0.123953393,-0.705580572,0
17,1,-0.953097479,1.363150065,0.44921147,2.015091415,0
16,0,-0.188002364,0.087345031,-1.664966028,0.117690666,0
27,1,-0.518043394,-0.713160089,-1.014449875,0.450648009,0
19,0,0.997144972,0.274963418,-1.664966028,-1.161686521,0
15,0,3.172415399,-0.237860174,0.123953393,0.856582304,0
16,1,-0.263011689,0.375026558,-1.014449875,0.411879003,0
30,0,-0.773075099,0.249947633,1.099727623,1.216906004,0
83,0,0.802120727,-0.650620626,-0.363933722,-0.753471697,1
48,0,0.502083427,-0.600589056,0.286582431,-0.888022952,0
25,0,-1.013104939,-0.312907529,1.424985699,0.870265482,1
52,0,-0.007979984,0.975405398,1.262356661,2.229461211,0
15,0,-0.248009824,0.162392386,-1.014449875,-0.463844419,0
20,0,0.427074102,-0.888270584,-1.50233699,1.057268921,1
27,1,1.072154297,-0.888270584,-0.52656276,-0.082995951,0
16,0,-0.112993039,-0.600589056,-1.50233699,-0.828729178,0
24,0,-2.288263465,-1.601220456,-1.177078913,-0.45244177,1
67,0,0.427074102,-0.250368067,2.563388967,3.020805032,0
20,0,-1.088114264,0.362518666,0.123953393,-0.27227992,0
17,0,0.052027476,-0.700652196,-0.52656276,-0.81276547,0
36,0,0.157040531,0.187408171,-0.52656276,-0.251755153,1
68,0,0.652102077,-0.813223229,-1.664966028,-0.885742422,1
50,1,-1.64318327,-0.400462776,-0.851820837,-0.27684098,0
43,1,-1.28313851,-1.125920541,-0.851820837,-0.117203898,0
23,0,-0.548047124,-0.350431206,-0.201304684,0.031030536,0
17,0,-0.518043394,0.437566021,0.123953393,0.655895686,1
47,1,1.882255008,1.663339485,-1.014449875,0.222595034,1
134,0,2.077279253,0.550137053,0.123953393,-0.208425087,0
65,0,0.922135647,-0.237860174,-0.52656276,-0.596115144,0
38,0,0.622098347,-0.175320712,-0.363933722,0.300133046,0
72,0,-0.443034069,-0.112781249,-0.52656276,-0.764874345,0
33,1,0.322061047,-0.000210217,-1.339707951,0.008225238,0
52,0,0.742113267,0.274963418,-0.363933722,-0.938194606,1
14,0,0.607096482,0.187408171,1.912872814,0.612565621,1
17,0,-1.25313478,-0.638112734,-0.038675645,-1.047660034,0
22,0,-1.568173945,-1.613728348,-0.038675645,-0.491210776,1
19,0,0.067029341,0.324994988,1.912872814,2.959230729,0
21,1,-1.22313105,-0.888270584,-0.038675645,-1.289396187,0
33,0,-0.743071369,-1.651252026,-1.014449875,-0.783118583,0
16,0,-1.748196325,-0.513033809,0.774469546,0.863423893,0
69,0,-0.368024744,0.099852923,-0.038675645,0.092604839,1
31,0,-0.863086289,-0.513033809,-0.52656276,1.178136998,0
32,1,-0.263011689,-0.300399636,2.400759929,-0.762593816,0
17,0,-0.082989309,0.550137053,-0.851820837,-0.90170613,1
47,1,0.997144972,0.575152838,3.051276082,1.682134072,0
24,0,0.007021881,-0.588081164,-0.689191798,-1.061343212,1
42,0,-1.49316462,-0.713160089,1.099727623,-0.618920442,1
16,0,0.802120727,0.600168623,-0.851820837,0.678700984,0
48,0,-0.293015419,-0.437986454,-1.014449875,0.425562182,0
60,0,-1.568173945,-1.401094176,2.075501852,-0.653128388,1
28,0,-0.593052719,2.013560474,1.587614737,0.496258604,0
37,0,2.557338933,0.68772387,-0.201304684,-0.035104827,0
38,0,1.162165487,-0.738175874,2.238130891,1.755111024,0
36,0,0.037025611,0.650200193,0.774469546,4.418769767,0
84,0,2.362314688,-0.000210217,-0.689191798,-1.248346652,0
48,0,-0.067987444,-1.225983681,0.44921147,0.049274774,0
43,0,0.892131917,-1.038365293,-0.038675645,0.509941782,0
28,1,0.772116997,-0.600589056,-1.50233699,-0.251755153,0
50,0,0.997144972,-1.038365293,-0.689191798,0.678700984,0
11,1,-1.448159025,0.149884493,-0.201304684,1.178136998,0
29,0,-0.097991174,-0.650620626,-0.851820837,0.297852516,0
60,0,-1.148121724,0.187408171,-0.038675645,-0.586993025,0
23,1,-0.878088154,-0.237860174,-0.52656276,0.069799542,1
22,0,0.052027476,-0.625604841,-0.038675645,-0.358940051,0
31,0,-1.028106804,-0.688144304,-0.851820837,0.585199264,0
34,0,0.997144972,0.087345031,-0.201304684,0.550991318,1
67,1,-1.268136645,-0.362939099,-0.038675645,1.130245873,1
61,0,-0.022981849,-0.663128519,-0.363933722,-0.242633034,0
28,0,-0.953097479,-1.063381078,-1.014449875,-0.564187728,1
23,1,-0.638058314,-1.276015251,-1.827595066,-0.552785079,1
28,0,0.697107672,-0.275383851,-1.177078913,0.229436624,1
84,0,-0.923093749,0.412550236,-0.52656276,-0.762593816,0
48,0,0.187044261,-0.638112734,-0.52656276,-0.694177923,0
34,1,-0.188002364,0.024805568,-0.201304684,-1.451313799,1
50,0,0.607096482,1.300610602,-1.339707951,-0.705580572,1
46,0,0.322061047,-1.125920541,0.123953393,-0.671372626,1
54,1,0.592094617,-0.200336497,-0.689191798,-0.438758592,1
7,0,0.202046126,-0.100273357,1.424985699,-0.509455014,0
38,0,0.817122592,-0.400462776,-0.363933722,-1.006610498,1
42,0,0.982143107,-0.625604841,0.286582431,1.059549451,0
46,0,-0.278013554,-0.950810046,1.262356661,-0.358940051,1
11,0,-0.473037799,-0.925794261,-1.177078913,-0.238071974,0
44,0,-0.233007959,-0.813223229,-1.50233699,-0.082995951,0
49,0,1.942262468,-0.437986454,-1.664966028,-0.789960173,0
9,0,-0.833082559,-0.850746906,-1.339707951,1.107440576,0
52,0,-0.368024744,0.299979203,-0.52656276,-0.81276547,1
87,0,-0.878088154,-1.050873186,-0.52656276,0.247680862,0
19,0,-0.278013554,1.138008,0.611840508,2.6810061,0
17,0,-0.112993039,0.762771225,-1.664966028,0.268205629,1
25,0,0.097033071,-1.075888971,-0.52656276,0.863423893,0
41,0,0.877130052,-0.337923314,-0.52656276,0.277327748,0
14,0,-0.022981849,-0.362939099,0.286582431,0.450648009,0
31,1,0.592094617,-0.463002239,2.238130891,-0.81276547,0
35,0,1.297182272,-0.813223229,0.123953393,0.046994244,1
53,0,-0.653060179,-0.650620626,-0.038675645,-0.27456045,1
37,0,-0.608054584,-0.387954884,-0.363933722,-0.862937124,0
27,0,2.212296038,0.299979203,0.44921147,1.777916321,1
27,0,-1.028106804,-0.838239014,1.424985699,1.923870225,1
112,0,2.002269928,0.012297676,2.400759929,1.221467063,0
22,0,-0.983101209,0.400042343,-0.201304684,-0.828729178,0
24,0,-0.082989309,0.237439741,2.238130891,1.971761349,0
16,0,-0.142996769,0.925373828,1.099727623,0.247680862,0
15,0,-0.127994904,-0.888270584,-0.851820837,-0.705580572,0
16,0,0.142038666,-0.625604841,-1.014449875,-0.233510915,0
27,0,0.712109537,-0.300399636,-1.339707951,-1.601828762,0
53,0,0.502083427,-0.425478561,-0.201304684,0.471172777,0
54,1,-0.518043394,0.762771225,1.099727623,2.199814324,0
26,0,0.127036801,-0.713160089,-0.201304684,0.247680862,0
53,0,1.552213977,0.262455526,0.937098584,1.828087975,0
13,0,0.247051722,-0.000210217,-0.52656276,-0.659969977,0
55,1,0.727111402,2.063592044,0.774469546,1.857734862,0
12,0,-0.563048989,-0.100273357,1.750243776,-0.082995951,0
85,0,0.442075967,1.000421183,0.611840508,1.433556329,1
23,0,-1.31314224,0.199916063,-0.851820837,-0.313329456,0
15,0,0.142038666,-0.325415421,-0.363933722,-0.313329456,0
26,0,2.602344528,2.313749894,0.123953393,-0.076154362,0
12,0,-0.233007959,-0.788207444,-0.201304684,-0.682775275,0
9,0,-0.953097479,0.58766073,1.262356661,-0.425075413,1
26,0,0.352064777,0.73775544,-1.50233699,-0.197022439,1
20,1,-2.498289575,-1.97645723,0.286582431,1.438117389,1
22,0,1.117159892,-0.162812819,-0.52656276,-0.053349065,0
5,0,-0.608054584,-1.276015251,-0.038675645,0.031030536,1
16,0,1.237174812,0.037313461,-0.52656276,-0.251755153,1
9,0,0.592094617,-0.688144304,1.424985699,0.690103632,0
23,1,1.762240088,0.925373828,0.286582431,0.07892166,1
58,0,1.492206517,0.350010773,-0.201304684,0.218033975,0
15,0,4.057525434,0.675215978,0.286582431,-1.451313799,1
29,0,0.367066642,1.275594817,1.099727623,-0.963280433,1
32,0,0.217047992,-0.300399636,-0.201304684,-0.037385357,1
18,0,-1.103116129,-0.988333724,-0.201304684,-0.762593816,0
23,0,0.442075967,-0.450494346,1.262356661,-1.136600694,1
3,0,-0.938095614,1.062960645,0.611840508,-0.628042561,0
10,0,-0.127994904,-0.112781249,0.774469546,-0.386306408,0
28,0,2.032273658,0.562644945,-0.52656276,-0.153692374,0
25,0,-1.148121724,0.137376601,0.286582431,0.482575425,0
38,0,-0.157998634,2.026068367,0.44921147,1.387945735,0
24,0,0.397070372,-0.237860174,-0.851820837,0.008225238,1
18,0,-0.533045259,0.112360816,-0.038675645,-0.313329456,1
9,0,-2.048233625,-1.100904756,0.774469546,1.679853542,0
24,0,-2.738319416,-1.801346735,0.774469546,-0.728385869,0
14,0,-0.233007959,-1.050873186,1.099727623,0.044713714,0
20,0,0.862128187,0.187408171,-0.363933722,-0.90170613,0
14,0,1.147163622,-0.325415421,0.774469546,-0.910828249,0
21,0,-0.803078829,-0.838239014,-0.363933722,-0.534540841,0
16,0,-0.022981849,-0.725667981,-0.689191798,-0.789960173,1
18,0,1.987268063,1.575784237,1.424985699,-0.8994256,1
30,0,0.427074102,1.313118495,-0.689191798,-0.409111705,1
23,0,0.577092752,0.950389613,-0.038675645,0.343463111,1
34,0,-0.112993039,3.339397079,-0.689191798,0.268205629,0
12,0,0.802120727,-0.588081164,-0.689191798,-0.618920442,0
15,0,1.942262468,1.575784237,0.123953393,0.863423893,1
12,0,0.697107672,-0.000210217,-0.363933722,-0.025982708,0
39,0,0.052027476,-0.125289142,-0.201304684,0.635370918,0
17,0,-0.067987444,-1.150936326,-0.038675645,-0.509455014,0
13,0,0.562090887,-0.175320712,-0.689191798,-0.495771835,0
24,1,-0.533045259,-0.513033809,1.262356661,0.943242434,1
17,0,0.532087157,-0.312907529,-0.038675645,-0.956438844,1
14,0,0.262053587,-0.463002239,1.424985699,-0.206144558,0
18,0,-1.073112399,0.024805568,1.912872814,0.008225238,1
30,0,0.112034936,0.362518666,0.123953393,-0.438758592,0
21,0,0.742113267,0.174900278,-0.851820837,-0.27227992,0
21,0,0.397070372,-0.788207444,-0.201304684,-0.313329456,0
12,0,-0.037983714,1.263086925,2.400759929,3.93757799,0
37,1,0.502083427,12.25752442,0.937098584,1.907906517,0
16,1,0.112034936,0.6376923,-1.339707951,-0.313329456,1
18,0,0.277055452,0.074837138,-1.339707951,-0.561907198,1
91,0,0.472079697,0.975405398,-0.363933722,-0.420514354,0
9,0,0.232049857,-0.850746906,-0.52656276,-0.463844419,1
22,0,-0.263011689,-0.900778476,-0.363933722,-0.862937124,0
26,0,0.862128187,-0.212844389,-1.014449875,-0.728385869,0
29,1,-0.112993039,2.138639399,-0.851820837,-0.828729178,1
16,0,0.532087157,0.212423956,-0.201304684,-0.682775275,1
8,0,-0.248009824,-0.675636411,-0.689191798,-1.077306921,1
18,0,0.427074102,0.375026558,3.21390512,0.361707349,1
14,0,0.292057317,-0.713160089,-0.201304684,-0.653128388,0
17,0,-0.833082559,0.199916063,-0.363933722,-0.283682569,1
20,0,-0.203004229,-0.287891744,-0.363933722,-0.99520785,0
22,0,0.922135647,1.313118495,0.774469546,-0.536821371,1
13,0,0.607096482,0.312487096,-0.363933722,1.422153681,1
58,0,0.202046126,-0.037733894,0.123953393,-0.90170613,0
19,1,-1.61317954,-0.425478561,-0.038675645,-0.753471697,0
38,1,-1.043108669,-0.150304927,1.912872814,-0.119484427,1
24,0,0.367066642,0.425058128,-0.363933722,-0.509455014,1
9,0,0.067029341,-0.437986454,-0.689191798,-1.020293677,0
22,0,0.157040531,0.112360816,1.587614737,-0.117203898,0
23,0,-0.548047124,-1.313538928,-0.201304684,-0.605237263,1
11,0,1.612221437,-0.275383851,-0.52656276,-0.856095535,0
21,0,0.157040531,-0.337923314,-0.038675645,-0.742069048,0
24,0,0.577092752,0.274963418,1.424985699,0.509941782,1
13,0,0.232049857,-0.900778476,-0.363933722,0.133654374,0
9,0,-1.22313105,-1.238491573,1.262356661,-0.897145071,1
8,0,1.357189732,1.750894732,-1.014449875,-0.379464818,1
20,0,-1.148121724,-0.750683766,-0.201304684,-0.842412357,1
22,0,-0.248009824,0.087345031,-0.201304684,-0.803643351,0
11,0,0.562090887,2.101115722,2.726018005,0.332060462,1
16,0,-0.067987444,-0.025226002,-0.363933722,0.612565621,0
16,0,-1.043108669,0.425058128,1.424985699,0.151898612,1
46,0,-0.518043394,-0.513033809,0.286582431,-1.159405991,1
24,0,-1.013104939,-1.663759918,-0.851820837,-0.974683082,1
24,0,-0.112993039,-1.138428433,-1.014449875,-0.352098461,0
31,0,-0.112993039,0.224931848,0.44921147,1.679853542,0
14,1,-1.058110534,-0.700652196,0.286582431,1.568107584,1
20,1,0.547089022,-0.738175874,-0.52656276,-0.931353017,0
25,0,1.822247548,1.513244775,1.262356661,-0.306487867,1
14,0,-1.238132915,-1.613728348,0.123953393,1.394787324,0
24,0,0.382068507,-0.250368067,0.44921147,-0.178778201,1
22,0,-1.043108669,-0.137797034,-0.52656276,-0.951877785,0
75,0,-1.208129185,-1.363570498,-0.201304684,0.008225238,1
23,0,-0.638058314,-0.888270584,1.099727623,-0.121764957,1
15,0,-0.067987444,-0.875762691,-0.363933722,-1.816198558,0
55,0,-0.112993039,1.43819742,-0.363933722,0.491697544,1
18,0,-0.353022879,0.337502881,0.774469546,0.311535695,0
30,1,0.142038666,0.074837138,-1.014449875,-0.703300042,0
36,0,0.982143107,1.613307915,-0.201304684,0.092604839,0
91,0,1.027148702,-0.400462776,0.123953393,1.107440576,0
17,1,-0.022981849,0.562644945,-0.52656276,-0.534540841,1
25,0,-0.863086289,-1.388586283,-0.201304684,0.409598474,0
56,0,-0.368024744,-1.601220456,-0.038675645,0.471172777,1
56,1,-0.293015419,-0.412970669,-0.851820837,-0.306487867,0
28,1,-0.668062044,-0.875762691,0.937098584,-1.337287312,0
45,1,-0.173000499,-0.838239014,-1.014449875,-0.044226946,1
40,0,1.642225168,0.074837138,0.611840508,1.385665205,0
30,0,1.837249413,0.83781858,-0.689191798,-0.140009195,0
18,0,0.817122592,-0.425478561,1.099727623,-0.618920442,0
32,0,-0.983101209,0.137376601,0.123953393,-1.159405991,1
37,0,-0.473037799,-0.850746906,-0.689191798,-0.828729178,0
20,1,-1.028106804,0.58766073,-1.014449875,-0.415953294,0
31,0,-0.218006094,0.049821353,-1.177078913,-0.311048926,1
15,1,-1.058110534,0.775279118,0.937098584,1.433556329,1
90,0,-0.142996769,-1.250999466,-0.363933722,-0.842412357,0
105,0,0.607096482,1.563276345,2.400759929,0.585199264,0
27,0,-0.368024744,-0.100273357,-0.52656276,-1.157125462,0
